Acerage,Precip,Air max,Air min,speed,Soil max,Soil min,Solar,RH max,RH min,Water Consumption
320,0,64,38,0,53,51,257,100,64,0.06
320,0.16,62,43,0,54,52,227,97,63,0.06
320,0,58,36,0,53,51,174,100,58,0.06
320,0.09,63,49,0,54,52,251,99,59,0.06
320,0.12,62,51,0,55,53,104,100,81,0.06
320,0.14,61,51,0,55,54,65,100,85,0.06
320,0.56,66,49,0,56,55,258,100,62,0.06
320,1.28,66,51,0,56,55,161,99,77,0.06
320,0,67,47,0,57,55,271,100,53,0.06
320,0,67,46,0,57,56,234,100,55,0.06
320,0.61,64,52,0,57,56,98,98,73,0.06
320,0.21,59,47,0,57,56,201,94,72,0.06
320,0,58,44,0,56,55,249,98,60,0.06
320,0,63,38,0,55,53,309,100,64,0.06
320,0,65,42,0,56,54,307,100,56,0.06
320,0,64,41,0,56,54,224,99,60,0.06
320,0,64,35,0,55,53,199,100,58,0.06
320,0.02,64,51,0,56,54,124,98,78,0.06
320,0.35,54,41,0,55,54,193,96,55,0.06
320,0,57,34,0,54,52,345,88,38,0.06
320,0.07,58,34,0,52,50,235,95,66,0.06
320,0,60,33,0,52,50,294,99,47,0.06
320,0,63,38,0,53,51,303,99,53,0.06
320,0,68,33,0,53,51,354,99,45,0.06
320,0,67,36,0,53,52,323,99,47,0.06
320,0,73,38,0,54,52,342,98,43,0.06
320,0,78,39,0,55,52,350,97,40,0.06
320,0,80,37,3,56,53,330,96.7,36.6,0.06
320,0,75,39,0,56,54,341,97,40,0.06
320,0,76,40,3,56,54,322,97.5,43.4,0.06
320,0,72,39,0,56,54,357,97,49,0.06
320,0,68,46,0,56,55,308,100,60,0.06
320,0,73,40,0,56,54,358,97,49,0.06
320,0,80,42,0,57,55,398,97,31,0.06
320,0,82,41,0,58,55,400,94,30,0.06
320,0.61,70,51,0,59,57,294,94,52,0.22
320,0.43,62,47,0,58,57,356,96,52,0.22
320,0,64,41,0,57,55,336,99,50,0.22
320,0,66,47,0,58,56,333,94,59,0.22
320,0,66,40,0,57,55,420,99,44,0.22
320,0,71,38,0,57,55,408,97,42,0.22
320,0,75,38,0,57,54,426,93,27,0.22
320,0,76,38,3,58,55,426,95.3,31,0.22
320,0,79,40,0,58,56,392,95,36,0.22
320,0,75,43,0,59,56,388,95,46,0.22
320,0,73,49,0,59,58,421,97,32,0.22
320,0,69,43,0,59,57,306,94,36,0.22
320,0,77,44,0,59,56,426,100,33,0.22
416,0,78,44,0,60,57,457,91,20,0.22
416,0,74,41,0,60,58,425,94,36,0.22
416,0.08,71,49,0,60,58,298,97,61,0.22
416,0.17,67,58,0,60,60,160,98,79,0.22
416,1.46,67,54,0,60,60,144,99,78,0.22
416,0.48,62,48,0,60,58,361,97,57,0.22
416,0.76,58,46,0,59,57,276,96,69,0.22
416,0,62,42,0,58,56,385,97,52,0.22
416,0,68,48,0,59,57,312,97,71,0.22
416,0,73,51,0,61,58,388,100,40,0.22
416,0.52,59,51,0,60,58,201,96,72,0.22
416,0.05,62,44,0,58,57,220,97,59,0.22
416,1.24,61,53,0,58,57,104,98,85,0.22
416,0.03,63,45,0,58,57,455,99,51,0.22
416,0,68,39,0,58,56,508,99,44,0.22
416,0,75,38,0,59,56,523,99,40,0.22
416,0,80,41,0,60,56,531,98,37,0.22
416,0,72,47,0,60,58,401,100,61,0.22
416,0,72,47,0,61,59,418,98,59,0.22
416,0,73,49,0,61,59,400,96,60,0.22
416,0.07,65,45,0,61,60,251,97,61,0.22
416,0,64,41,0,60,58,525,100,46,0.22
416,0,69,39,0,60,57,499,97,37,0.22
416,0,73,39,0,60,57,552,94,44,0.22
416,0,73,45,0,61,58,509,97,43,0.22
416,0,75,42,0,61,58,554,96,38,0.22
416,0,71,52,0,62,60,511,92,46,0.22
416,0,62,39,0,62,59,575,87,36,0.22
416,0,65,34,0,59,57,495,92,42,0.22
416,0,69,35,0,60,57,555,94,40,0.22
416,0,71,46,0,62,58,483,92,56,0.22
416,0,72,41,0,61,59,537,95,44,0.22
416,0,79,47,0,63,59,545,92,40,0.22
416,0,73,47,0,62,60,446,98,47,0.22
416,0,75,47,0,63,60,599,90,38,0.22
416,0,82,40,0,63,60,611,92,28,0.22
416,0,88,45,0,64,61,540,84,31,0.22
416,0,73,55,0,64,63,413,87,47,0.22
416,0.3,68,55,0,64,62,249,98,67,0.22
416,0.34,66,56,0,64,62,245,98,72,0.22
416,0.27,57,54,0,63,62,72,97,90,0.22
416,0,65,54,0,63,61,316,95,65,0.22
416,0,62,47,0,62,61,207,93,69,0.22
416,0,70,43,0,63,60,561,99,48,0.22
416,0.07,65,48,0,62,61,619,95,47,0.34
416,0,70,45,0,61,59,647,83,37,0.34
416,0,81,40,0,63,59,651,96,30,0.34
416,0,86,43,0,64,60,653,94,19,0.34
416,0,89,44,0,65,62,650,87,13,0.34
416,0,85,48,0,66,63,561,81,21,0.34
416,0,78,40,0,65,62,655,91,18,0.34
416,0,73,54,0,66,64,496,93,54,0.34
416,0.03,65,47,0,65,63,297,89,62,0.34
416,0,70,46,0,63,61,623,94,42,0.34
416,0,69,51,0,63,62,487,86,47,0.34
416,0,67,43,0,62,61,679,82,32,0.34
416,0,70,38,0,63,60,598,91,43,0.34
416,0.03,64,42,0,62,60,424,87,46,0.34
416,0,74,50,0,63,60,650,87,43,0.34
416,0,69,48,0,63,61,501,91,52,0.34
416,0,80,42,0,62,60,680,93,26,0.34
416,0,81,44,0,64,60,687,89,30,0.34
416,0,80,49,0,65,62,604,93,43,0.34
416,0,80,48,0,65,62,496,92,50,0.34
416,0,70,53,0,64,62,480,93,55,0.34
416,0,69,53,0,64,62,457,89,56,0.34
416,0.35,62,53,0,64,62,189,93,70,0.34
416,0,63,53,4,62,61,221,93.5,72,0.34
416,0,73,49,0,64,61,517,98,58,0.34
416,0,72,52,0,65,63,543,90,59,0.34
416,0,76,52,0,66,63,580,96,54,0.34
416,0,74,52,0,66,63,568,99,61,0.34
416,0,71,53,6,66,64,537,97.8,65.1,0.34
416,0,70,52,0,65,64,388,89,59,0.34
416,0,77,47,0,67,63,649,93,49,0.34
416,0,79,53,0,68,65,647,85,43,0.34
416,0,84,51,0,68,65,648,91,31,0.34
416,0,90,51,0,69,65,693,98,26,0.34
416,0,84,50,0,69,65,708,94,41,0.34
416,0,72,50,0,68,66,594,93,50,0.34
416,0,65,47,0,66,63,447,80,53,0.34
416,0,64,48,0,63,62,352,90,53,0.34
416,0,71,42,0,65,61,642,93,46,0.34
416,0,71,43,0,65,62,660,89,50,0.34
416,0,71,55,0,65,64,442,88,53,0.34
416,0,70,55,0,66,64,555,85,60,0.34
416,0,74,51,0,66,64,612,90,50,0.34
416,0,86,51,0,67,64,659,94,28,0.34
416,0,89,50,0,68,64,697,89,29,0.34
416,0,75,52,0,68,65,679,91,50,0.34
416,0,85,51,0,69,65,674,96,39,0.34
416,0,91,47,0,70,66,732,93,30,0.34
416,0,83,49,0,69,67,700,99,41,0.34
416,0,92,50,0,70,66,687,100,32,0.34
416,0,101,48,0,72,67,733,90,12,0.34
416,0,86,55,0,71,68,563,90,37,0.34
416,0,88,52,0,71,67,697,97,35,0.34
416,0,77,52,0,71,68,675,95,52,0.34
416,0,83,55,0,71,68,664,95,50,0.34
416,0,81,56,0,71,69,668,92,40,0.34
416,0,81,49,0,71,68,688,92,33,0.34
416,0,75,55,0,69,67,492,95,57,0.29
416,0,78,54,0,69,66,610,96,52,0.29
416,0,83,50,0,70,64,597,100,49,0.29
416,0,95,52,0,70,65,643,94,17,0.29
416,0,94,52,0,71,68,633,91,23,0.29
416,0,83,53,0,71,66,627,97,46,0.29
416,0,80,52,0,71,68,549,100,48,0.29
416,0,84,53,0,70,68,564,100,43,0.29
416,0,79,55,0,69,65,514,99,50,0.29
416,0,76,55,0,69,67,510,94,54,0.29
416,0,79,51,0,69,66,546,99,55,0.29
416,0,81,53,0,70,67,506,96,53,0.29
416,0,79,53,0,70,67,536,93,55,0.29
416,0,80,57,0,70,67,514,95,50,0.29
416,0,82,55,0,71,67,560,96,45,0.29
416,0,75,55,0,70,68,493,98,57,0.29
416,0,73,56,0,69,67,437,95,59,0.29
416,0,76,57,0,69,67,482,92,55,0.29
416,0,81,53,0,70,67,503,95,50,0.29
416,0,82,50,0,69,67,549,92,44,0.29
416,0,87,52,0,70,67,594,93,27,0.29
416,0,83,52,0,70,67,595,90,34,0.29
416,0,81,50,0,70,67,537,99,51,0.29
416,0,85,50,0,69,66,499,100,41,0.29
416,0,69,55,0,69,67,511,93,66,0.29
416,0,71,48,0,68,66,552,95,56,0.29
416,0,83,51,0,69,66,535,92,35,0.29
416,0,92,45,0,70,66,560,93,17,0.29
416,0.22,96,48,0,70,65,555,93,20,0.29
416,0,80,53,0,70,67,541,91,53,0.29
416,0.17,81,47,0,69,67,544,95,49,0.29
416,0,80,54,0,70,67,492,99,48,0.29
416,0,75,55,0,69,67,470,96,54,0.29
416,0,68,55,0,68,66,462,90,56,0.29
416,0,71,53,0,67,66,299,86,47,0.29
416,0,81,44,0,68,65,531,93,34,0.29
416,0,84,43,0,68,65,539,92,25,0.29
416,0,90,44,0,68,63,533,94,25,0.29
416,0,93,46,0,68,62,528,93,19,0.29
416,0,96,51,0,69,66,485,93,22,0.29
416,0,88,55,0,70,67,449,96,29,0.29
416,0,78,48,0,69,67,412,88,34,0.29
416,0,74,42,0,68,65,478,89,35,0.29
416,0,81,42,0,67,62,504,93,25,0.29
416,0,98,50,0,70,66,497,86,16,0.29
416,0,101,51,0,70,66,470,77,10,0.29
416,0,98,49,0,70,67,415,72,12,0.29
416,0,87,50,0,69,65,387,95,25,0.29
416,0,86,51,0,68,65,433,98,30,0.29
416,0,74,53,0,68,65,443,92,37,0.29
416,0,75,48,0,65,64,461,90,29,0.29
416,0,70,40,0,65,62,355,93,49,0.29
416,0,68,40,0,64,60,220,93,44,0.29
416,0,74,51,0,64,62,404,79,43,0.29
416,0,75,42,0,64,61,454,93,33,0.29
416,0,81,40,0,64,61,446,89,26,0.29
